"Location","Pallet number","Item","Description","Lot code","Expiry date","Inventory status","Cases qty","Cases UOM","Base qty","Base UOM"
"274-023-10","50008653","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-023-10","50010185","GCC100129","Insert Mixed Bar 6ct Caddy","163408","31/05/2049","Good","600.00","cs","600.00","ea"
"274-023-20","50034115","GCC5284","BASE Cndymkg DSPLY Wide 48ct","156293","31/12/2047","Good","106.00","cs","106.00","ea"
"274-023-20","50013808","GCC6039","PDQ XL-C Gold Bag 10ct Sams","162521","29/04/2048","Good","320.00","cs","320.00","ea"
"274-023-30","50004105","GCC101345","SUB LG Ltd Ed XMS18 NFPW","126095","29/09/2048","Good","16000.00","cs","16000.00","ea"
"274-024-10","50015243","GCC4205","RSC MED SUB 6ct Nested","176322","30/05/2049","Good","1200.00","cs","1200.00","ea"
"274-024-10","50015247","GCC7754","Cornerboards 42 x 2.5 x 2.5","177590","30/05/2049","Good","1782.00","cs","1782.00","ea"
"274-024-20","50008518","GCC102327","TRAY 4-Tier Baking QTR PL","176302","30/05/2049","Good","150.00","cs","150.00","ea"
"274-024-30","50010685","GCC101598","SUB LG DSC DK Mint 2018 NFPW","171826","30/05/2049","Good","16000.00","cs","16000.00","ea"
"274-024-30","50010687","GCC101598","SUB LG DSC DK Mint 2018 NFPW","171826","30/05/2049","Good","16000.00","cs","16000.00","ea"
"274-025-10","50011776","GCC3943","PL CAP QTRPL Bkg","152518","29/09/2047","Good","660.00","cs","660.00","ea"
"274-025-10","50005256","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"274-025-20","50003716","GCC6025","RSC TWN SUB 12ct FALL16","160730","30/03/2048","Good","385.00","cs","385.00","ea"
"274-025-20","50005304","GCC101191","Filler 54ct CM Pch Med Display","169487","30/10/2048","Good","1590.00","cs","1590.00","ea"
"274-025-30","50003220","GCC101410","SUB LG PepBrk Snowmn NFPW","124963","31/12/2048","Good","2000.00","cs","2000.00","ea"
"274-026-10","50008583","GCC2165","RSC LG SUB 6ct","155434","30/10/2047","Good","110.00","cs","110.00","ea"
"274-026-10","50003677","GCC101348","Easel 192ct Impulse SDK","163987","29/04/2049","Good","109.00","cs","109.00","ea"
"274-026-30","50014374","GCC5522","SUB MED ID SS Soiree","127039","30/12/2048","Good","13650.00","cs","13650.00","ea"
"274-027-10","50006050","GCC3500","RSC Old LG SUB 12ct XMS","142924","30/11/2046","Good","117.00","cs","117.00","ea"
"274-027-30","50040026","GCC6010","RSC LG SUB XMS 12ct","30940","29/06/2047","Good","900.00","cs","900.00","ea"
"274-027-30","50005863","GCC101342","SUB LG Pbk XMS18 NFPW","11111","30/10/2048","Good","0.00","cs","1.00","ea"
"274-027-30","50005863","GCC101342","SUB LG Pbk XMS18 NFPW","11111","31/10/2048","Good","0.91","cs","500.00","ea"
"274-028-10","50007052","GCC101562","Bottom Support VDAY 2019","166763","30/08/2048","Good","960.00","cs","960.00","ea"
"274-028-20","50008666","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-028-20","50008667","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-028-30","50015221","GCC101329","SUB Med ID 92%","177070","30/05/2049","Good","26000.00","cs","26000.00","ea"
"274-029-10","50002285","GCC6096","BASE MED SUB SHPR 80ct XMS WG","99999","31/05/2048","Good","24.00","cs","24.00","ea"
"274-029-10","50005255","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"274-029-20","50004094","GCC100652","RSC False Case Club Pallet","164461","29/06/2048","Good","300.00","cs","300.00","ea"
"274-029-20","50013809","GCC2561","SIDEKICK Filler Int Dk Bar","176310","29/04/2049","Good","1800.00","cs","1800.00","ea"
"274-030-10","50002290","GCC100298","HSC XL minis PCH 6ct XMS WM16","136135","30/07/2046","Good","412.00","cs","412.00","ea"
"274-030-20","50006201","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","163868","30/10/2048","Good","90.00","cs","90.00","ea"
"274-030-20","50039026","GCC101151","Insert top shelf Vday18 150ct","99999","31/12/2048","Good","3247.00","cs","3247.00","ea"
"274-030-30","50004099","GCC102083","SUB Med ID 72% NFPW","127902","31/05/2049","Good","4800.00","cs","4800.00","ea"
"274-031-10","50010731","GCC100657","Header 72ct Chips Display 2017","155428","29/11/2047","Good","314.00","cs","314.00","ea"
"274-031-10","50015218","GCC3484","HSC MED SUB 12ct SPR","155564","30/11/2047","Good","451.00","cs","451.00","ea"
"274-031-20","50010099","GCC6111","BASE DSPLY MXD Bunny SPR","154769","30/11/2047","Good","160.00","cs","160.00","ea"
"274-031-20","50034124","GCC3947","PARTITION Vertical 78ct SHPR","125045","30/11/2048","Good","371.00","cs","371.00","ea"
"274-032-10","50015219","GCC100362","Base Med SUB Dsply 150ct Eastr","142403","30/11/2046","Good","80.00","cs","80.00","ea"
"274-032-10","50010231","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-032-20","50004166","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-032-20","50010677","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"274-032-30","50008515","GCC101708","SUB XL-C GOld Bag NFPW","127901","29/04/2049","Good","12000.00","cs","12000.00","ea"
"274-033-10","50004113","GCC100599","PDQ TANABE 6ct Med SUB","158828","28/02/2048","Good","780.00","cs","780.00","ea"
"274-033-10","50007088","GCC5285","TRAY Cndymkg DSPLY Wide 48ct","158866","30/11/2048","Good","720.00","cs","720.00","ea"
"274-033-10","50034126","GCC5139","PDQ LG SUB 12ct XMS","176352","30/05/2049","Good","640.00","cs","640.00","ea"
"274-034-10","50005251","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"274-034-10","50005253","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"274-034-20","50002244","GCC4736","PDQ Med SUB Stand Up 12ct SPR","169797","31/10/2048","Good","750.00","cs","750.00","ea"
"274-034-20","50005254","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"274-034-30","50034131","GCC5531","SUB MED Dk BB","115411","30/10/2046","Good","29250.00","cs","29250.00","ea"
"274-034-30","50006068","GCC101708","SUB XL-C GOld Bag NFPW","127901","30/03/2049","Good","12000.00","cs","12000.00","ea"
"274-035-10","50004093","GCC100605","PDQ Tanabe 6ct choc covered","144241","30/01/2047","Good","120.00","cs","120.00","ea"
"274-035-20","50013782","GCC102495","PDQ Med SUB 12ct DG 2019","176107","29/04/2049","Good","640.00","cs","640.00","ea"
"274-036-10","50010678","GCC4205","RSC MED SUB 6ct Nested","176322","29/04/2049","Good","1200.00","cs","1200.00","ea"
"274-036-20","50003703","GCC4517","BASE 72ct SHPR MED SUB Blue","99999","29/06/2047","Good","13.00","cs","13.00","ea"
"274-036-20","50005288","GCC100674","SUB tween Vanilla Caramel","123357","31/05/2049","Good","4560.00","cs","4560.00","ea"
"274-037-10","50013783","GCC101537","PDQ 80ct Bars CVS 2018","161401","29/04/2048","Good","650.00","cs","650.00","ea"
"274-037-10","50037255","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","30/05/2049","Good","110.00","cs","110.00","ea"
"274-037-20","50008572","GCC100399","Sticker Coupon Tri-Fold IRC sq","150871","30/08/2047","Good","99900.00","cs","99900.00","ea"
"274-037-20","50040746","GCC101342","SUB LG Pbk XMS18 NFPW","125852","29/10/2048","Good","4.55","cs","2500.00","ea"
"274-038-10","50002287","GCC4040","PDQ Stackable Case 18ct","168005","29/09/2048","Good","988.00","cs","988.00","ea"
"274-038-10","50010698","GCC101831","Quarter Pallet VDAY shipper","99999","31/05/2049","Good","80.00","cs","80.00","ea"
"274-039-10","50002275","GCC100221","SUB Med Milk Solid Flat Back","123864","31/05/2049","Good","21450.00","cs","21450.00","ea"
"274-039-20","50037318","GCC101554","PDQ MED SUB 24ct ED","26788","30/04/2048","Good","32.00","cs","32.00","ea"
"274-039-20","50008533","GCC101385","SUB CLUB minis ASST XMS18NFP","124071","31/05/2049","Good","800.00","cs","800.00","ea"
"274-040-20","50008591","GCC101883","HSC 24ct XSML XMAS18 WM","165192","30/06/2047","Good","242.00","cs","242.00","ea"
"274-040-20","50034111","GCC101179","Side Panel 48ct Mxd HtCocao","157750","29/09/2048","Good","650.00","cs","650.00","ea"
"274-041-10","50037256","GCC5285","TRAY Cndymkg DSPLY Wide 48ct","158866","30/03/2048","Good","720.00","cs","720.00","ea"
"274-041-10","50002261","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","30/05/2049","Good","110.00","cs","110.00","ea"
"274-041-20","50008578","GCC101819","SUB TWN Vday Mk&Car FB Heart","125601","31/10/2048","Good","21603.00","cs","21603.00","ea"
"274-041-20","50010722","GCC101534","SUB LG DSC ID SS Soiree 2018","127678","30/03/2049","Good","16000.00","cs","16000.00","ea"
"274-042-10","50040783","GCC5640","BASE MED SUB SDK 40ct SPR","154771","30/11/2047","Good","300.00","cs","300.00","ea"
"274-042-20","50040786","GCC100652","RSC False Case Club Pallet","164148","29/07/2048","Good","181.00","cs","181.00","ea"
"274-042-20","50015228","GCC101867","Support Bottom Easter 88ct shp","168322","31/10/2048","Good","802.00","cs","802.00","ea"
"274-042-20","50002263","GCC4330","PL CAP XL/XXL SUB Club","161690","30/11/2048","Good","155.00","cs","155.00","ea"
"274-043-20","50011651","GCC3390","PALLET SKIRT QTRPL XMS12","99999","31/05/2048","Good","21.00","cs","21.00","ea"
"274-043-20","50010723","GCC101887","SUB XL FDM Caramel DUO NFP","127849","30/03/2049","Good","30.00","cs","12000.00","ea"
"274-044-10","50034125","GCC5139","PDQ LG SUB 12ct XMS","176352","30/05/2049","Good","640.00","cs","640.00","ea"
"274-044-20","50006067","GCC5521","SUB MED Dk SS Car","128072","30/03/2049","Good","45.00","cs","29250.00","ea"
"274-045-10","50003719","GCC101169","Shelf Mid/Maxi optim display","159860","31/03/2048","Good","407.00","cs","407.00","ea"
"274-045-10","50002260","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","146446","30/05/2049","Good","110.00","cs","110.00","ea"
"274-045-20","50009048","GCC100679","SUB Large Straw Bark","121453","30/10/2047","Good","17600.00","cs","17600.00","ea"
"274-045-20","50009047","GCC101952","PDQ XXL SUB 10ct ID BJs","174127","30/03/2049","Good","320.00","cs","320.00","ea"
"274-046-10","50011674","GCC4617","HSC DSPLY COVER VDAY 66ct","99999","29/09/2047","Good","100.00","cs","100.00","ea"
"274-046-10","50037269","GCC100609","PDQ 10ct SUB XL Dark Fruit","156263","30/12/2047","Good","320.00","cs","320.00","ea"
"274-046-20","50037321","GCC8285","Crnrbrd 40.25 x 2.5 x 2.5","159266","28/02/2048","Good","280.00","cs","280.00","ea"
"274-046-20","50011657","GCC2269","SUPPORT LG SUB SHPR XMS10","160836","31/12/2048","Good","2592.00","cs","2592.00","ea"
"274-047-20","50014263","GCC4702","PDQ XSML SPR Auto 24ct","169572","30/10/2048","Good","3300.00","cs","3300.00","ea"
"274-047-20","50014262","GCC102327","TRAY 4-Tier Baking QTR PL","277840","30/05/2049","Good","150.00","cs","150.00","ea"
"274-048-10","50002262","GCC5494","RSC Sauce DSPLY 32ct","99999","30/05/2048","Good","122.00","cs","122.00","ea"
"274-048-20","50003644","GCC4514","SKIRT ED SUB QTRPL Blue","176326","31/05/2049","Good","350.00","cs","350.00","ea"
"274-049-10","50037330","GCC101184","Shipper Med Optimized Dsply","163982","29/06/2048","Good","100.00","cs","100.00","ea"
"274-049-10","50002246","GCC3824","DIVIDER Pwd/Cndymkg 48ct DSPLY","156281","30/11/2048","Good","375.00","cs","375.00","ea"
"274-049-20","50037247","GCC4041","HSC Stackable Case 18ct","176320","29/04/2049","Good","540.00","cs","540.00","ea"
"274-049-20","50037248","GCC4041","HSC Stackable Case 18ct","176320","29/04/2049","Good","540.00","cs","540.00","ea"
"274-050-10","50002293","GCC3409","INSERT Grocery DSPLY 72ct","124763","31/05/2049","Good","740.00","cs","740.00","ea"
"274-050-20","50010754","GCC100455","Base 60ct New Minis SUB","146668","30/11/2048","Good","318.00","cs","318.00","ea"
"274-050-20","50003639","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","30/05/2049","Good","110.00","cs","110.00","ea"
"274-050-20","50003638","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","31/05/2049","Good","110.00","cs","110.00","ea"
"274-051-10","50002274","GCCS-4644","Uline Case 20x16x10","11111","30/08/2047","Good","17.00","cs","17.00","ea"
"274-051-20","50011900","GCC5401","CORNER BOARD 38 x 2.5 x 2.5","11111","16/01/2040","Good","567.00","cs","567.00","ea"
"274-051-20","50003435","GCC4205","RSC MED SUB 6ct Nested","176322","29/04/2049","Good","1200.00","cs","1200.00","ea"
"274-052-10","50015216","GCC101171","Support Med Maxi optimized dpy","99999","30/05/2048","Good","1050.00","cs","1050.00","ea"
"274-053-10","50006331","GCC3500","RSC Old LG SUB 12ct XMS","135957","30/07/2046","Good","8.00","cs","8.00","ea"
"274-053-10","50010809","GCC101171","Support Med Maxi optimized dpy","99999","31/05/2048","Good","824.00","cs","824.00","ea"
"274-053-10","50015783","GCC101184","Shipper Med Optimized Dsply","163982","29/06/2048","Good","100.00","cs","100.00","ea"
"274-053-10","50006330","GCC3390","PALLET SKIRT QTRPL XMS12","150157","30/07/2048","Good","45.00","cs","45.00","ea"
"274-053-10","50015784","GCC101169","Shelf Mid/Maxi optim display","175584","29/04/2049","Good","450.00","cs","450.00","ea"
"274-053-10","50038187","GCC101350","Shipper 192ct Impulse SDk","99999","31/05/2049","Good","14.00","cs","14.00","ea"
"274-054-10","50035905","GCC2250","COLUMN QTRPL XMS10","160836","29/04/2048","Good","110.00","cs","110.00","ea"
"274-054-10","50008919","GCC4205","RSC MED SUB 6ct Nested","99999","31/05/2049","Good","25.00","cs","25.00","ea"
"274-054-20","50002250","GCC4513","TRAY Top ED SUB QTRPL Blue","162700","30/10/2048","Good","50.00","cs","50.00","ea"
"274-054-20","50002252","GCC5829","HEADER LG SUB SHPR 78ct XMS16","149793","30/11/2048","Good","316.00","cs","316.00","ea"
"274-054-20","50002266","GCC3759","FILLER Bag 72ct DSPLY","155435","31/12/2048","Good","85.00","cs","85.00","ea"
"274-056-10","50006332","GCC5748","FILLER TOP Bkg DSPLY vert","173042","30/01/2049","Good","188.00","cs","188.00","ea"
"274-056-20","50037455","GCC100657","Header 72ct Chips Display 2017","155428","29/11/2047","Good","94.00","cs","94.00","ea"
"274-057-10","50010810","GCC3409","INSERT Grocery DSPLY 72ct","140373","30/10/2046","Good","108.00","cs","108.00","ea"
"274-057-10","50006341","GCC4736","PDQ Med SUB Stand Up 12ct SPR","11111","30/11/2048","Good","110.00","cs","110.00","ea"
"274-057-10","50015786","GCC100559","Base 72 ct baking chips shippe","169733","30/11/2048","Good","150.00","cs","150.00","ea"
"274-057-10","50038184","GCC4730","TRAY PL 46 x 40.5 x 2.5 Blue","166771","31/12/2048","Good","55.00","cs","55.00","ea"
"274-057-20","50013873","GCC3762","PARTITION 72ct DSPLY","149067","30/07/2047","Good","920.00","cs","920.00","ea"
"274-057-20","50002973","GCC101185","Divider 63ct ChocCvr Med","157751","31/01/2048","Good","1170.00","cs","1170.00","ea"
"274-058-10","50003628","GCC101567","RSC new LG DSC 12ct ED","18294","30/08/2048","Good","450.00","cs","450.00","ea"
"274-058-10","50040693","GCC6099","DIVIDER MED SHPR 80ct XMS WG","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"274-058-20","50015760","GCC100562","Hor Partition 72ct chips dsply","169733","31/12/2048","Good","564.00","cs","564.00","ea"
"274-058-20","50008292","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","30/05/2049","Good","110.00","cs","110.00","ea"
"274-059-20","50009900","GCCS-19084","Uline Case 15x11x6","157879","31/12/2047","Good","105.00","cs","105.00","ea"
"274-060-10","50040519","GCC100715","PDQ LG SUB 12ct Vday","169520","30/10/2048","Good","327.00","cs","327.00","ea"
"274-061-10","50006323","GCC6098","INSERT MEDSUB SHPR 80ct XMS WG","135001","30/11/2048","Good","2400.00","cs","2400.00","ea"
"274-061-10","50009803","GCC8285","Crnrbrd 40.25 x 2.5 x 2.5","158870","31/12/2048","Good","1738.00","cs","1738.00","ea"
"274-061-20","50005363","GCC4235","HSC GIFTBOX Gallery IMP SQ XMS","164634","29/06/2048","Good","500.00","cs","500.00","ea"
"274-061-20","50009821","GCCS-4235","Uline Case 16x12x8","99999","31/05/2049","Good","250.00","cs","250.00","ea"
"274-062-10","50003702","GCC5649","RSC FL CvrCh DSPLY 60ct","149925","30/07/2047","Good","100.00","cs","100.00","ea"
"274-062-10","50003636","GCC5285","TRAY Cndymkg DSPLY Wide 48ct","158866","31/05/2049","Good","720.00","cs","720.00","ea"
"274-062-20","50035845","GCC101235","Base 48ct XL SUB XMAS18","99999","29/04/2048","Good","45.00","cs","45.00","ea"
"274-062-20","50003171","GCC100456","Tray 60ct New Minis SUB","146669","30/08/2048","Good","160.00","cs","160.00","ea"
"274-063-10","50003434","GCC4839","HSC Stackable Case 18ct SPR","144329","30/01/2047","Good","83.00","cs","83.00","ea"
"274-063-10","50003913","GCC3391","TRAY BOTTOM QTRPL XMS12","163027","29/09/2048","Good","200.00","cs","200.00","ea"
"274-063-20","50009559","GCC3763","FILLER Side 72ct DSPLY","149068","31/05/2048","Good","4760.00","cs","4760.00","ea"
"274-064-20","50035846","GCC102495","PDQ Med SUB 12ct DG 2019","176107","29/04/2049","Good","625.00","cs","625.00","ea"
"274-064-20","50003181","GCC4839","HSC Stackable Case 18ct SPR","144329","30/11/2048","Good","30.00","cs","30.00","ea"
"274-065-10","50037941","GCC4328","PDQ Club XXL SUBS","242455","02/02/2048","Good","320.00","cs","320.00","ea"
"274-065-10","50015699","GCC2561","SIDEKICK Filler Int Dk Bar","176310","29/04/2049","Good","1800.00","cs","1800.00","ea"
"274-066-10","50002259","GCC3484","HSC MED SUB 12ct SPR","155564","30/11/2047","Good","358.00","cs","358.00","ea"
"274-066-10","50002249","GCC100560","Tray 72 ct Baking Chips shippe","159241","28/02/2048","Good","43.00","cs","43.00","ea"
"274-067-20","50005234","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"274-067-20","50005236","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"274-068-10","50008550","GCC5470","PDQ XL SUB ID 10ct 2015","170721","30/11/2048","Good","80.00","cs","80.00","ea"
"274-068-20","50009258","GCC101570","Filler VDAY 2019 display shipp","342154","24/05/2019","Good","2100.00","cs","2100.00","ea"
"274-068-20","50002900","GCC100611","PDQ 2x6 Med Sub XMAS","251980","29/09/2048","Good","1117.00","cs","1117.00","ea"
"274-070-10","50004092","GCC3771","PL CAP 45.125x39.25x2.5 Print","154236","30/10/2047","Good","350.00","cs","350.00","ea"
"274-070-10","50040752","GCC3732","TAPE Hand","168596","31/10/2048","Good","586.00","cs","586.00","ea"
"274-071-10","50037994","GCC101437","Base MED optimized XMAS","163071","23/05/2048","Good","300.00","cs","300.00","ea"
"274-073-10","50010803","GCC4859","INSERT ID CDY 6ct  PDQ 2014","110033","31/12/2044","Good","20.00","cs","20.00","ea"
"274-073-10","50010806","GCC101867","Support Bottom Easter 88ct shp","168322","31/10/2048","Good","2100.00","cs","2100.00","ea"
"274-073-20","50039931","GCC6115","HEADER DSPLY MXD Bunny SPR","99999","31/05/2049","Good","1288.00","cs","1288.00","ea"
"274-074-10","50034113","GCC3392","TRAY MIDDLE QTRPL XMS12","163027","30/05/2048","Good","300.00","cs","300.00","ea"
"274-075-20","50010805","GCC4328","PDQ Club XXL SUBS","159262","28/02/2048","Good","40.00","cs","40.00","ea"
"274-075-20","50010802","GCCS-4782","Uline Case 10x7x7","164653","30/11/2048","Good","49.00","cs","49.00","ea"
"274-077-10","50040005","GCC6007","HSC MED SUB DSPLY XMS16 150ct","177358","30/05/2049","Good","100.00","cs","100.00","ea"
"274-078-10","50006339","GCC3814","SUPPORT ED SUB QTRPL","164917","30/08/2048","Good","1389.00","cs","1389.00","ea"
"274-080-10","50001527","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-080-10","50001528","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-081-10","50006338","GCC101170","Pad med maxi optimized display","171932","29/02/2048","Good","128.00","cs","128.00","ea"
"274-081-10","50006337","GCC101931","Insert 80ct Med SUB VDAY 19 WG","370404","30/09/2048","Good","1381.00","cs","1381.00","ea"
"274-084-10","50001529","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-084-10","50001530","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-086-10","50006454","GCC3765","HSC 72ct DSPLY","149069","29/06/2047","Good","100.00","cs","100.00","ea"
"274-086-10","50006456","GCC5285","TRAY Cndymkg DSPLY Wide 48ct","158866","30/11/2048","Good","720.00","cs","720.00","ea"
"274-086-20","50001523","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-086-20","50001524","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-089-10","50001502","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-089-10","50001503","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-089-20","50001525","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-089-20","50001526","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1400.00","cs","1400.00","ea"
"274-092-10","50035856","GCC2843","PL CAP 46 x 40.5 x 2.5","156756","31/12/2047","Good","93.00","cs","93.00","ea"
"274-092-20","50001500","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-092-20","50001501","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-093-20","50001508","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-093-20","50001510","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","300.00","cs","300.00","ea"
"274-094-10","50002277","GCC100691","Partition VDAY Heart 60ct","152850","28/09/2047","Good","449.00","cs","449.00","ea"
"274-094-20","50014290","GCC2255","SUPPORT INSERT QTRPL XMS10","168558","30/10/2048","Good","1000.00","cs","1000.00","ea"
"274-094-20","50002276","GCC101602","Caddy 50ct DK SS Car NFP","174118","31/05/2049","Good","730.00","cs","730.00","ea"
"274-095-10","50035853","GCC4443","HSC XSML 24ct XMS Auto","150219","30/07/2047","Good","300.00","cs","300.00","ea"
"274-095-10","50005242","GCC101794","SDK 192ct 2Square Rev2","163986","29/06/2048","Good","325.00","cs","325.00","ea"
"274-096-10","50003678","GCC100970","PDQ 18ct SUB Bunny Egg Asst 18","169787","31/10/2048","Good","77.00","cs","77.00","ea"
"274-096-20","50035854","GCC3813","TRAY BOTTOM ED SUB QTRPL","152321","29/09/2047","Good","61.00","cs","61.00","ea"
"274-096-20","50037290","GCC2255","SUPPORT INSERT QTRPL XMS10","168558","30/10/2048","Good","1000.00","cs","1000.00","ea"
"274-097-10","50001531","GCC100562","Hor Partition 72ct chips dsply","176279","30/06/2049","Good","1272.00","cs","1272.00","ea"
"274-097-20","50001509","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-098-10","50002270","GCC101884","PDQ SRC 3ct XL FDM XMAS18 WM","165189","31/07/2048","Good","654.00","cs","654.00","ea"
"274-098-10","50014329","GCC101598","SUB LG DSC DK Mint 2018 NFPW","171826","30/05/2049","Good","16000.00","cs","16000.00","ea"
"274-100-10","50011661","GCC2217","FOL MED SUB SDK 30ct","10661","30/07/2046","Good","55.00","cs","55.00","ea"
"274-100-10","50014328","GCC100854","SUB LG 72% ID","128398","29/04/2049","Good","17600.00","cs","17600.00","ea"
"274-100-20","50037341","GCC5966","SUB MED D&W IMP VDAY17","117321","30/10/2046","Good","650.00","cs","650.00","ea"
"274-100-20","50015217","GCC101164","Header 48ct Mxd hot cocoa med","99999","30/05/2049","Good","761.00","cs","761.00","ea"
"274-101-10","50001506","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-101-10","50001507","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-101-20","50001504","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-101-20","50001505","GCC100959","Shipper 72ct counter display","177542","30/06/2049","Good","400.00","cs","400.00","ea"
"274-102-10","50005235","GCC100599","PDQ TANABE 6ct Med SUB","157086","30/12/2048","Good","780.00","cs","780.00","ea"
"274-102-10","50003674","GCC102536","TRAY 14ct SUB-600 Asst Fall 19","176590","30/05/2049","Good","225.00","cs","225.00","ea"
"274-102-20","50002296","GCC100599","PDQ TANABE 6ct Med SUB","18209","31/01/2048","Good","245.00","cs","245.00","ea"
"274-102-20","50003675","GCC102536","TRAY 14ct SUB-600 Asst Fall 19","176590","30/05/2049","Good","225.00","cs","225.00","ea"
"274-104-20","50007053","GCC5521","SUB MED Dk SS Car","128072","30/03/2049","Good","15.00","cs","9750.00","ea"
"274-106-10","50005281","GCC3771","PL CAP 45.125x39.25x2.5 Print","148457","30/11/2048","Good","540.00","cs","540.00","ea"
"274-106-10","50010734","GCC100638","SUB Med Solid ID Crunch Car SS","128061","29/04/2049","Good","6250.00","cs","6250.00","ea"
"274-106-20","50003599","GCC5284","BASE Cndymkg DSPLY Wide 48ct","31075","31/12/2047","Good","150.00","cs","150.00","ea"
"274-107-10","50002271","GCC101930","Base 80ct Med SUB Vday 19 WG","166786","30/09/2048","Good","43.00","cs","43.00","ea"
"274-108-10","50010728","GCC4308S","SUB MED M&D IMP XMS14","112271","30/10/2046","Good","15972.00","cs","15972.00","ea"
"274-108-20","50010727","GCC100190","SUB XL FB Bunny Club 2016","117516","30/10/2046","Good","8513.00","cs","8513.00","ea"
"274-108-20","50003598","GCC102507","SUB-200 DK Rasp NFPW 2019","127979","31/05/2049","Good","27000.00","cs","27000.00","ea"
"274-109-10","50007072","GCC6039","PDQ XL-C Gold Bag 10ct Sams","162521","29/04/2048","Good","320.00","cs","320.00","ea"
"274-109-10","50005238","GCC102083","SUB Med ID 72% NFPW","127902","29/04/2049","Good","27000.00","cs","27000.00","ea"
"274-109-20","50014327","GCC102083","SUB Med ID 72% NFPW","127902","29/04/2049","Good","27000.00","cs","27000.00","ea"
"274-110-10","50014330","GCC4205","RSC MED SUB 6ct Nested","176323","30/05/2049","Good","1200.00","cs","1200.00","ea"
"274-110-10","50014331","GCC4205","RSC MED SUB 6ct Nested","176323","30/05/2049","Good","1200.00","cs","1200.00","ea"
"274-110-20","50005244","GCC101235","Base 48ct XL SUB XMAS18","165181","29/07/2047","Good","75.00","cs","75.00","ea"
"274-110-20","50003632","GCC5865","BASE MXD ID Bar SHPR Corkscrew","30931","30/12/2047","Good","260.00","cs","260.00","ea"
